Indicator,Percent of children considered to be poor (<100% FPG) by Race / Ethnicity
Source,"SHADAC analysis of the American Community Survey (ACS) Public Use Microdata Sample (PUMS) files.<br />
<br />
Suggested Citation:<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE]."
Notes,"The margin of error (MOE) represents the uncertainty of an estimate due to sampling variability; the calculated MOE is 95%. N/A indicates that data were not available or suppressed because the number of sample cases was too small. Data for 2020 were <a href="https://www.shadac.org/news/changes-to-2020-acs-data-release-US-Census" target="_blank">not officially released by the U.S. Census Bureau</a> due to pandemic-related disruptions to data collection and resulting problems with data quality. Because of<a href="https://www.census.gov/newsroom/blogs/random-samplings/2021/08/improvements-to-2020-census-race-hispanic-origin-question-designs.html" target="_blank"> changes made in 2020 to how the ACS measures race and ethnicity</a>, caution should be used when comparing data by race and ethnicity from 2021 and later to data from 2019 and earlier."
Description,"Percent of children considered to be poor (&lt;100% FPG) by race and ethnicity. The Federal Poverty Guidelines (FPG) set the minimum amount of total income that a family needs for food, clothing, transportation, shelter and other necessities."
42,Pennsylvania,Other / Multiple Races,2014,Percent,0.2626,3.8612000600000002E-2
42,Pennsylvania,White,2013,Percent,0.1541,1.05839996E-2
42,Pennsylvania,African-American / Black,2013,Percent,0.4347,4.1551999700000002E-2
42,Pennsylvania,Hispanic / Latino,2013,Percent,0.4931,4.3708000300000001E-2
42,Pennsylvania,Other / Multiple Races,2013,Percent,0.2676,4.41000015E-2
42,Pennsylvania,White,2012,Percent,0.1598,1.0780000099999999E-2
42,Pennsylvania,African-American / Black,2012,Percent,0.4488,4.1356001000000003E-2
42,Pennsylvania,Hispanic / Latino,2012,Percent,0.4943,4.3708000300000001E-2
42,Pennsylvania,Other / Multiple Races,2012,Percent,0.255,3.8612000600000002E-2
42,Pennsylvania,White,2011,Percent,0.1437,9.6039995999999996E-3
42,Pennsylvania,African-American / Black,2011,Percent,0.4512,4.29240018E-2
42,Pennsylvania,Hispanic / Latino,2011,Percent,0.4654,4.70400006E-2
42,Pennsylvania,Other / Multiple Races,2011,Percent,0.284,4.9196001099999997E-2
42,Pennsylvania,White,2010,Percent,0.1461,9.4079999000000001E-3
42,Pennsylvania,African-American / Black,2010,Percent,0.4403,3.90040018E-2
42,Pennsylvania,Hispanic / Latino,2010,Percent,0.451,4.41000015E-2
42,Pennsylvania,Other / Multiple Races,2010,Percent,0.2616,4.1356001000000003E-2
42,Pennsylvania,White,2009,Percent,0.1404,9.0159996999999992E-3
42,Pennsylvania,African-American / Black,2009,Percent,0.4419,3.9200000499999998E-2
42,Pennsylvania,Hispanic / Latino,2009,Percent,0.4059,4.2532000700000003E-2
42,Pennsylvania,Other / Multiple Races,2009,Percent,0.2626,4.5276001099999998E-2
42,Pennsylvania,White,2008,Percent,0.1254,9.0159996999999992E-3
42,Pennsylvania,African-American / Black,2008,Percent,0.4283,4.0768001200000001E-2
42,Pennsylvania,Hispanic / Latino,2008,Percent,0.3722,4.5276001099999998E-2
42,Pennsylvania,Other / Multiple Races,2008,Percent,0.2611,4.4491998900000003E-2
42,Pennsylvania,African-American / Black,2017,Percent,0.383,4.4492000000000004E-2
42,Pennsylvania,Hispanic / Latino,2017,Percent,0.3951,4.3707999999999997E-2
42,Pennsylvania,Other / Multiple Races,2017,Percent,0.2019,3.4495999999999999E-2
42,Pennsylvania,White,2017,Percent,0.1335,9.9959999999999997E-3
42,Pennsylvania,African-American / Black,2018,Percent,0.3813,4.7039999999999998E-2
42,Pennsylvania,Hispanic / Latino,2018,Percent,0.3504,4.2532E-2
42,Pennsylvania,Other / Multiple Races,2018,Percent,0.2304,3.8219999999999997E-2
42,Pennsylvania,White,2018,Percent,0.1272,9.9959999999999997E-3
42,Pennsylvania,African-American / Black,2019,Percent,0.3667,4.9000000000000002E-2
42,Pennsylvania,Hispanic / Latino,2019,Percent,0.3677,4.6059999999999997E-2
42,Pennsylvania,Other / Multiple Races,2019,Percent,0.2128,3.7631999999999999E-2
42,Pennsylvania,White,2019,Percent,0.1156,1.0192E-2
42,Pennsylvania,African-American / Black,2021,Percent,0.36886,5.4773424610267275E-2
42,Pennsylvania,Hispanic / Latino,2021,Percent,0.32804,4.3255917887179279E-2
42,Pennsylvania,Other / Multiple Races,2021,Percent,0.18646,4.1347686280935769E-2
42,Pennsylvania,White,2021,Percent,0.11499,1.173043067256809E-2
44,Rhode Island,Other / Multiple Races,2016,Percent,0.2684,0.1252440065
44,Rhode Island,Hispanic / Latino,2016,Percent,0.331,8.0752000199999993E-2
44,Rhode Island,White,2016,Percent,0.1259,3.4495998200000003E-2
44,Rhode Island,African-American / Black,2016,Percent,0.251,0.1340640038
44,Rhode Island,White,2015,Percent,0.1333,3.39079984E-2
44,Rhode Island,African-American / Black,2015,Percent,0.3276,0.14543199540000001
44,Rhode Island,Hispanic / Latino,2015,Percent,0.4243,8.9180000100000004E-2
44,Rhode Island,Other / Multiple Races,2015,Percent,0.2802,0.10603600000000001
44,Rhode Island,White,2014,Percent,0.1378,3.2731998700000001E-2
44,Rhode Island,African-American / Black,2014,Percent,0.2667,0.1152480021
44,Rhode Island,Hispanic / Latino,2014,Percent,0.4115,7.8008003500000006E-2
44,Rhode Island,Other / Multiple Races,2014,Percent,0.2281,0.1305360049
44,Rhode Island,White,2013,Percent,0.1308,3.03799994E-2
44,Rhode Island,African-American / Black,2013,Percent,0.3683,0.14170800150000001
44,Rhode Island,Hispanic / Latino,2013,Percent,0.5618,9.2119999199999997E-2
44,Rhode Island,Other / Multiple Races,2013,Percent,0.2678,0.123871997
44,Rhode Island,White,2012,Percent,0.1388,3.5280000399999997E-2
44,Rhode Island,African-American / Black,2012,Percent,0.4144,0.15797600149999999
44,Rhode Island,Hispanic / Latino,2012,Percent,0.4521,8.95719975E-2
44,Rhode Island,Other / Multiple Races,2012,Percent,0.2264,9.8980002100000006E-2
44,Rhode Island,White,2011,Percent,0.1418,3.6260001399999998E-2
44,Rhode Island,African-American / Black,2011,Percent,0.367,0.15993599589999999
44,Rhode Island,Hispanic / Latino,2011,Percent,0.427,8.9767999900000006E-2
44,Rhode Island,Other / Multiple Races,2011,Percent,0.3472,0.1342599988
44,Rhode Island,White,2010,Percent,0.1383,3.1360000399999997E-2
44,Rhode Island,African-American / Black,2010,Percent,0.5476,0.1473920047
44,Rhode Island,Hispanic / Latino,2010,Percent,0.4371,8.8004000499999999E-2
44,Rhode Island,Other / Multiple Races,2010,Percent,0.2186,0.1111320034
44,Rhode Island,White,2009,Percent,0.1225,3.03799994E-2
44,Rhode Island,African-American / Black,2009,Percent,0.4291,0.13759200269999999
44,Rhode Island,Hispanic / Latino,2009,Percent,0.4324,8.8200002900000005E-2
44,Rhode Island,Other / Multiple Races,2009,Percent,N/A,N/A
44,Rhode Island,White,2008,Percent,0.0924,2.7243999800000002E-2
44,Rhode Island,African-American / Black,2008,Percent,0.3864,0.1573880017
44,Rhode Island,Hispanic / Latino,2008,Percent,0.3475,9.1140001999999998E-2
44,Rhode Island,Other / Multiple Races,2008,Percent,N/A,N/A
44,Rhode Island,African-American / Black,2017,Percent,0.3891,0.157584
44,Rhode Island,Hispanic / Latino,2017,Percent,0.4155,9.1139999999999999E-2
44,Rhode Island,Other / Multiple Races,2017,Percent,0.1753,8.1143999999999994E-2
44,Rhode Island,White,2017,Percent,0.105,3.0183999999999999E-2
44,Rhode Island,African-American / Black,2018,Percent,0.236,0.13406399999999999
44,Rhode Island,Hispanic / Latino,2018,Percent,0.4179,8.859199999999999E-2
44,Rhode Island,Other / Multiple Races,2018,Percent,0.228,0.11426799999999999
44,Rhode Island,White,2018,Percent,0.1001,3.1751999999999996E-2
44,Rhode Island,African-American / Black,2019,Percent,0.3233,0.17934
44,Rhode Island,Hispanic / Latino,2019,Percent,0.2713,0.106624
44,Rhode Island,Other / Multiple Races,2019,Percent,N/A,N/A
44,Rhode Island,White,2019,Percent,0.0729,2.3127999999999999E-2
44,Rhode Island,African-American / Black,2021,Percent,0.31197,0.17695521205344233
44,Rhode Island,Hispanic / Latino,2021,Percent,0.30614,9.040239838668028E-2
44,Rhode Island,Other / Multiple Races,2021,Percent,0.14934,7.7211123374244697E-2
44,Rhode Island,White,2021,Percent,0.06585,2.312638566855094E-2
45,South Carolina,Other / Multiple Races,2016,Percent,0.3251,7.0363998400000002E-2
45,South Carolina,White,2016,Percent,0.1584,1.7247999100000001E-2
45,South Carolina,African-American / Black,2016,Percent,0.4305,3.8612000600000002E-2
45,South Carolina,Hispanic / Latino,2016,Percent,0.3989,6.97759986E-2
45,South Carolina,White,2015,Percent,0.1798,1.90120004E-2
45,South Carolina,African-American / Black,2015,Percent,0.4373,3.6848001200000001E-2
45,South Carolina,Hispanic / Latino,2015,Percent,0.4108,6.6247999700000004E-2
45,South Carolina,Other / Multiple Races,2015,Percent,0.2867,6.6639997100000001E-2
45,South Carolina,White,2014,Percent,0.1777,1.80319995E-2
45,South Carolina,African-American / Black,2014,Percent,0.5193,3.8219999499999997E-2
45,South Carolina,Hispanic / Latino,2014,Percent,0.453,7.2912000099999999E-2
45,South Carolina,Other / Multiple Races,2014,Percent,0.3406,7.56559968E-2
45,South Carolina,White,2013,Percent,0.2012,2.0775999900000001E-2
45,South Carolina,African-American / Black,2013,Percent,0.487,3.6848001200000001E-2
45,South Carolina,Hispanic / Latino,2013,Percent,0.4689,7.4087999799999998E-2
45,South Carolina,Other / Multiple Races,2013,Percent,0.3449,7.6831996400000005E-2
45,South Carolina,White,2012,Percent,0.1929,1.90120004E-2
45,South Carolina,African-American / Black,2012,Percent,0.4898,3.58680002E-2
45,South Carolina,Hispanic / Latino,2012,Percent,0.4477,7.3696002400000002E-2
45,South Carolina,Other / Multiple Races,2012,Percent,0.3176,8.0752000199999993E-2
45,South Carolina,White,2011,Percent,0.201,2.1756000800000001E-2
45,South Carolina,African-American / Black,2011,Percent,0.4917,3.6651998800000002E-2
45,South Carolina,Hispanic / Latino,2011,Percent,0.4476,8.1731997400000006E-2
45,South Carolina,Other / Multiple Races,2011,Percent,0.2778,8.7612003100000002E-2
45,South Carolina,White,2010,Percent,0.1843,1.7247999100000001E-2
45,South Carolina,African-American / Black,2010,Percent,0.484,3.3516000999999997E-2
45,South Carolina,Hispanic / Latino,2010,Percent,0.5133,7.1736000499999994E-2
45,South Carolina,Other / Multiple Races,2010,Percent,0.2523,6.7227996900000003E-2
45,South Carolina,White,2009,Percent,0.1751,1.68559998E-2
45,South Carolina,African-American / Black,2009,Percent,0.4748,3.3711999700000002E-2
45,South Carolina,Hispanic / Latino,2009,Percent,0.4752,6.6835999500000007E-2
45,South Carolina,Other / Multiple Races,2009,Percent,0.2513,6.6051997200000004E-2
45,South Carolina,White,2008,Percent,0.1401,1.5288E-2
45,South Carolina,African-American / Black,2008,Percent,0.4223,3.4299999499999997E-2
45,South Carolina,Hispanic / Latino,2008,Percent,0.3496,7.2127997900000004E-2
45,South Carolina,Other / Multiple Races,2008,Percent,0.2666,7.2127997900000004E-2
45,South Carolina,African-American / Black,2017,Percent,0.4274,3.8219999999999997E-2
45,South Carolina,Hispanic / Latino,2017,Percent,0.4122,6.5659999999999996E-2
45,South Carolina,Other / Multiple Races,2017,Percent,0.277,6.2719999999999998E-2
45,South Carolina,White,2017,Percent,0.1586,1.6855999999999999E-2
45,South Carolina,African-American / Black,2018,Percent,0.4399,3.9787999999999997E-2
45,South Carolina,Hispanic / Latino,2018,Percent,0.3684,7.1148000000000003E-2
45,South Carolina,Other / Multiple Races,2018,Percent,0.2658,5.7231999999999998E-2
45,South Carolina,White,2018,Percent,0.1408,1.7051999999999998E-2
45,South Carolina,African-American / Black,2019,Percent,0.3698,3.9199999999999999E-2
45,South Carolina,Hispanic / Latino,2019,Percent,0.3284,7.4479999999999991E-2
45,South Carolina,Other / Multiple Races,2019,Percent,0.1972,5.1547999999999997E-2
45,South Carolina,White,2019,Percent,0.1272,1.6463999999999999E-2
45,South Carolina,African-American / Black,2021,Percent,0.38527,4.0489081419152494E-2
45,South Carolina,Hispanic / Latino,2021,Percent,0.26662,5.3966039238182856E-2
45,South Carolina,Other / Multiple Races,2021,Percent,0.23158,4.8886035553961676E-2
45,South Carolina,White,2021,Percent,0.12337,1.6826816473802769E-2
46,South Dakota,Hispanic / Latino,2016,Percent,0.4341,0.208152011
46,South Dakota,White,2016,Percent,0.0936,2.64600012E-2
46,South Dakota,Other / Multiple Races,2016,Percent,0.5623,9.8000004900000007E-2
46,South Dakota,African-American / Black,2016,Percent,N/A,N/A
46,South Dakota,White,2015,Percent,0.0962,2.8615999999999999E-2
46,South Dakota,African-American / Black,2015,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2015,Percent,N/A,N/A
46,South Dakota,Other / Multiple Races,2015,Percent,0.4541,0.1072119996
46,South Dakota,White,2014,Percent,0.1134,3.2340001299999997E-2
46,South Dakota,African-American / Black,2014,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2014,Percent,0.3859,0.21873599290000001
46,South Dakota,Other / Multiple Races,2014,Percent,0.5122,9.5256000800000004E-2
46,South Dakota,White,2013,Percent,0.1265,3.58680002E-2
46,South Dakota,African-American / Black,2013,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2013,Percent,0.3203,0.17934000489999999
46,South Dakota,Other / Multiple Races,2013,Percent,0.5314,9.7999997399999997E-2
46,South Dakota,White,2012,Percent,0.1032,3.1752001500000002E-2
46,South Dakota,African-American / Black,2012,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2012,Percent,0.5255,0.2614639997
46,South Dakota,Other / Multiple Races,2012,Percent,0.5035,0.11152400079999999
46,South Dakota,White,2011,Percent,0.0944,3.3516000999999997E-2
46,South Dakota,African-American / Black,2011,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2011,Percent,0.5228,0.20344799760000001
46,South Dakota,Other / Multiple Races,2011,Percent,0.4826,0.1203439981
46,South Dakota,White,2010,Percent,0.122,3.6456000099999997E-2
46,South Dakota,African-American / Black,2010,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2010,Percent,0.4095,0.21422800419999999
46,South Dakota,Other / Multiple Races,2010,Percent,0.5626,0.1185799986
46,South Dakota,White,2009,Percent,0.1488,3.7436000999999997E-2
46,South Dakota,African-American / Black,2009,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2009,Percent,0.3343,0.17463600639999999
46,South Dakota,Other / Multiple Races,2009,Percent,0.5638,0.1050560027
46,South Dakota,White,2008,Percent,0.1341,3.7631999700000002E-2
46,South Dakota,African-American / Black,2008,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2008,Percent,N/A,N/A
46,South Dakota,Other / Multiple Races,2008,Percent,0.4892,0.13033999499999999
46,South Dakota,African-American / Black,2017,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2017,Percent,N/A,N/A
46,South Dakota,Other / Multiple Races,2017,Percent,0.553,9.7607999999999986E-2
46,South Dakota,White,2017,Percent,0.0836,2.8615999999999999E-2
46,South Dakota,African-American / Black,2018,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2018,Percent,N/A,N/A
46,South Dakota,Other / Multiple Races,2018,Percent,0.5321,0.111524
46,South Dakota,White,2018,Percent,0.075,2.4500000000000001E-2
46,South Dakota,African-American / Black,2019,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2019,Percent,N/A,N/A
46,South Dakota,Other / Multiple Races,2019,Percent,0.4997,0.13641599999999998
46,South Dakota,White,2019,Percent,0.0838,3.1556000000000001E-2
46,South Dakota,African-American / Black,2021,Percent,N/A,N/A
46,South Dakota,Hispanic / Latino,2021,Percent,N/A,N/A
46,South Dakota,Other / Multiple Races,2021,Percent,0.43321,0.10728385943316837
46,South Dakota,White,2021,Percent,0.06019,2.1949863352125395E-2
47,Tennessee,Other / Multiple Races,2016,Percent,0.2649,5.0764001900000001E-2
47,Tennessee,African-American / Black,2016,Percent,0.4639,4.1551999700000002E-2
47,Tennessee,White,2016,Percent,0.1966,1.50920004E-2
47,Tennessee,Hispanic / Latino,2016,Percent,0.4219,5.6644000100000001E-2
47,Tennessee,White,2015,Percent,0.223,1.6071999399999998E-2
47,Tennessee,African-American / Black,2015,Percent,0.4445,4.2335998299999997E-2
47,Tennessee,Hispanic / Latino,2015,Percent,0.4443,6.1935998499999999E-2
47,Tennessee,Other / Multiple Races,2015,Percent,0.2686,5.8603998300000001E-2
47,Tennessee,White,2014,Percent,0.2239,1.5483999599999999E-2
47,Tennessee,African-American / Black,2014,Percent,0.5153,4.0571998800000002E-2
47,Tennessee,Hispanic / Latino,2014,Percent,0.5228,6.1347998700000003E-2
47,Tennessee,Other / Multiple Races,2014,Percent,0.3214,6.2132000899999998E-2
47,Tennessee,White,2013,Percent,0.2361,1.5680000199999999E-2
47,Tennessee,African-American / Black,2013,Percent,0.5005,4.19440009E-2
47,Tennessee,Hispanic / Latino,2013,Percent,0.4821,6.2327999600000003E-2
47,Tennessee,Other / Multiple Races,2013,Percent,0.2808,6.09560013E-2
47,Tennessee,White,2012,Percent,0.2229,1.5483999599999999E-2
47,Tennessee,African-American / Black,2012,Percent,0.4748,3.90040018E-2
47,Tennessee,Hispanic / Latino,2012,Percent,0.5008,6.5463997400000001E-2
47,Tennessee,Other / Multiple Races,2012,Percent,0.3441,6.2523998299999994E-2
47,Tennessee,White,2011,Percent,0.2337,1.6659999299999999E-2
47,Tennessee,African-American / Black,2011,Percent,0.4587,4.0768001200000001E-2
47,Tennessee,Hispanic / Latino,2011,Percent,0.4846,6.5463997400000001E-2
47,Tennessee,Other / Multiple Races,2011,Percent,0.3414,6.6444002099999996E-2
47,Tennessee,White,2010,Percent,0.2347,1.50920004E-2
47,Tennessee,African-American / Black,2010,Percent,0.4705,3.8024000799999999E-2
47,Tennessee,Hispanic / Latino,2010,Percent,0.4729,6.3308000599999997E-2
47,Tennessee,Other / Multiple Races,2010,Percent,0.2998,5.9192001799999998E-2
47,Tennessee,White,2009,Percent,0.205,1.4308E-2
47,Tennessee,African-American / Black,2009,Percent,0.4904,3.7239998599999997E-2
47,Tennessee,Hispanic / Latino,2009,Percent,0.4626,6.5268002500000005E-2
47,Tennessee,Other / Multiple Races,2009,Percent,0.2832,6.2523998299999994E-2
47,Tennessee,White,2008,Percent,0.1782,1.41120004E-2
47,Tennessee,African-American / Black,2008,Percent,0.4186,3.8219999499999997E-2
47,Tennessee,Hispanic / Latino,2008,Percent,0.4781,6.6444002099999996E-2
47,Tennessee,Other / Multiple Races,2008,Percent,0.2282,5.7427998600000002E-2
47,Tennessee,African-American / Black,2017,Percent,0.4342,4.1160000000000002E-2
47,Tennessee,Hispanic / Latino,2017,Percent,0.391,6.3308000000000003E-2
47,Tennessee,Other / Multiple Races,2017,Percent,0.2372,5.2332000000000004E-2
47,Tennessee,White,2017,Percent,0.1919,1.4896E-2
47,Tennessee,African-American / Black,2018,Percent,0.4481,4.3707999999999997E-2
47,Tennessee,Hispanic / Latino,2018,Percent,0.3698,5.3115999999999997E-2
47,Tennessee,Other / Multiple Races,2018,Percent,0.2704,5.3704000000000002E-2
47,Tennessee,White,2018,Percent,0.1955,1.4896E-2
47,Tennessee,African-American / Black,2019,Percent,0.3373,4.4492000000000004E-2
47,Tennessee,Hispanic / Latino,2019,Percent,0.3453,5.8408000000000002E-2
47,Tennessee,Other / Multiple Races,2019,Percent,0.2639,5.8212E-2
47,Tennessee,White,2019,Percent,0.169,1.5092E-2
47,Tennessee,African-American / Black,2021,Percent,0.33467,4.4335398979723051E-2
47,Tennessee,Hispanic / Latino,2021,Percent,0.28784,4.7737250815218242E-2
47,Tennessee,Other / Multiple Races,2021,Percent,0.23972,4.7465424975118103E-2
47,Tennessee,White,2021,Percent,0.14642,1.3703049366390706E-2
48,Texas,Hispanic / Latino,2016,Percent,0.3652,1.11720003E-2
48,Texas,Other / Multiple Races,2016,Percent,0.1536,1.8816001700000001E-2
48,Texas,White,2016,Percent,0.1316,8.4279999000000001E-3
48,Texas,African-American / Black,2016,Percent,0.3322,2.33239997E-2
48,Texas,White,2015,Percent,0.1316,8.0359996999999992E-3
48,Texas,African-American / Black,2015,Percent,0.3555,2.3911999499999999E-2
48,Texas,Hispanic / Latino,2015,Percent,0.3834,1.13679999E-2
48,Texas,Other / Multiple Races,2015,Percent,0.1523,1.8228000000000001E-2
48,Texas,White,2014,Percent,0.1374,8.6239995E-3
48,Texas,African-American / Black,2014,Percent,0.3833,2.3716000800000001E-2
48,Texas,Hispanic / Latino,2014,Percent,0.3964,1.13679999E-2
48,Texas,Other / Multiple Races,2014,Percent,0.1773,1.9403999700000001E-2
48,Texas,White,2013,Percent,0.1406,8.4279999000000001E-3
48,Texas,African-American / Black,2013,Percent,0.3929,2.3911999499999999E-2
48,Texas,Hispanic / Latino,2013,Percent,0.3981,1.13679999E-2
48,Texas,Other / Multiple Races,2013,Percent,0.1791,2.0775999900000001E-2
48,Texas,White,2012,Percent,0.136,8.4279999000000001E-3
48,Texas,African-American / Black,2012,Percent,0.3917,2.4108000099999999E-2
48,Texas,Hispanic / Latino,2012,Percent,0.4071,1.1563999599999999E-2
48,Texas,Other / Multiple Races,2012,Percent,0.1759,2.2148000099999999E-2
48,Texas,White,2011,Percent,0.1377,8.8200000999999993E-3
48,Texas,African-American / Black,2011,Percent,0.3792,2.35200003E-2
48,Texas,Hispanic / Latino,2011,Percent,0.4149,1.19559998E-2
48,Texas,Other / Multiple Races,2011,Percent,0.1724,2.5087999199999999E-2
48,Texas,White,2010,Percent,0.1422,8.4279999000000001E-3
48,Texas,African-American / Black,2010,Percent,0.3828,2.2148000099999999E-2
48,Texas,Hispanic / Latino,2010,Percent,0.4187,1.09759998E-2
48,Texas,Other / Multiple Races,2010,Percent,0.1744,2.03840006E-2
48,Texas,White,2009,Percent,0.1321,8.2320003000000003E-3
48,Texas,African-American / Black,2009,Percent,0.373,2.2735999900000001E-2
48,Texas,Hispanic / Latino,2009,Percent,0.4166,1.13679999E-2
48,Texas,Other / Multiple Races,2009,Percent,0.1734,2.2735999900000001E-2
48,Texas,White,2008,Percent,0.1198,7.6439999999999998E-3
48,Texas,African-American / Black,2008,Percent,0.3553,2.19519995E-2
48,Texas,Hispanic / Latino,2008,Percent,0.3659,1.11720003E-2
48,Texas,Other / Multiple Races,2008,Percent,0.1611,2.2735999900000001E-2
48,Texas,African-American / Black,2017,Percent,0.317,2.3127999999999999E-2
48,Texas,Hispanic / Latino,2017,Percent,0.3339,1.1172E-2
48,Texas,Other / Multiple Races,2017,Percent,0.1425,1.7639999999999999E-2
48,Texas,White,2017,Percent,0.1159,7.6439999999999998E-3
48,Texas,African-American / Black,2018,Percent,0.3235,2.4108000000000001E-2
48,Texas,Hispanic / Latino,2018,Percent,0.3373,1.1172E-2
48,Texas,Other / Multiple Races,2018,Percent,0.144,1.9207999999999999E-2
48,Texas,White,2018,Percent,0.1176,7.8399999999999997E-3
48,Texas,African-American / Black,2019,Percent,0.2947,2.4500000000000001E-2
48,Texas,Hispanic / Latino,2019,Percent,0.2981,1.1564E-2
48,Texas,Other / Multiple Races,2019,Percent,0.1271,1.7247999999999999E-2
48,Texas,White,2019,Percent,0.1059,7.8399999999999997E-3
48,Texas,African-American / Black,2021,Percent,0.29417,2.5549010815099162E-2
48,Texas,Hispanic / Latino,2021,Percent,0.28318,1.1495088858937753E-2
48,Texas,Other / Multiple Races,2021,Percent,0.11018,1.5190675168207419E-2
48,Texas,White,2021,Percent,0.10789,9.4777194263215084E-3
49,Utah,Hispanic / Latino,2016,Percent,0.2527,5.1155999299999998E-2
49,Utah,African-American / Black,2016,Percent,0.5338,0.2191279978
49,Utah,Other / Multiple Races,2016,Percent,0.2009,5.3116001199999999E-2
49,Utah,White,2016,Percent,0.1121,1.6268000000000001E-2
49,Utah,White,2015,Percent,0.1274,1.68559998E-2
49,Utah,African-American / Black,2015,Percent,0.4564,0.2007039934
49,Utah,Hispanic / Latino,2015,Percent,0.3213,5.7036001199999999E-2
49,Utah,Other / Multiple Races,2015,Percent,0.2557,7.0168003399999998E-2
49,Utah,White,2014,Percent,0.1104,1.5680000199999999E-2
49,Utah,African-American / Black,2014,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2014,Percent,0.3694,6.1151999999999998E-2
49,Utah,Other / Multiple Races,2014,Percent,0.3201,8.3103999499999998E-2
49,Utah,White,2013,Percent,0.1313,1.5483999599999999E-2
49,Utah,African-American / Black,2013,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2013,Percent,0.3871,6.1347998700000003E-2
49,Utah,Other / Multiple Races,2013,Percent,0.2593,6.8796001400000001E-2
49,Utah,White,2012,Percent,0.1352,1.7247999100000001E-2
49,Utah,African-American / Black,2012,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2012,Percent,0.402,6.27200007E-2
49,Utah,Other / Multiple Races,2012,Percent,0.2747,6.5659999799999993E-2
49,Utah,White,2011,Percent,0.1458,2.0579999299999999E-2
49,Utah,African-American / Black,2011,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2011,Percent,0.4072,6.0171998999999997E-2
49,Utah,Other / Multiple Races,2011,Percent,0.3254,8.1339999999999996E-2
49,Utah,White,2010,Percent,0.1426,1.7836000800000001E-2
49,Utah,African-American / Black,2010,Percent,0.4559,0.19364799560000001
49,Utah,Hispanic / Latino,2010,Percent,0.3896,5.4095998399999998E-2
49,Utah,Other / Multiple Races,2010,Percent,0.2493,6.09560013E-2
49,Utah,White,2009,Percent,0.1266,1.6268000000000001E-2
49,Utah,African-American / Black,2009,Percent,0.4163,0.23402400309999999
49,Utah,Hispanic / Latino,2009,Percent,0.3119,5.2528001400000003E-2
49,Utah,Other / Multiple Races,2009,Percent,0.1817,6.0171998999999997E-2
49,Utah,White,2008,Percent,0.1032,1.5483999599999999E-2
49,Utah,African-American / Black,2008,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2008,Percent,0.2391,5.2528001400000003E-2
49,Utah,Other / Multiple Races,2008,Percent,0.1851,6.3308000599999997E-2
49,Utah,African-American / Black,2017,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2017,Percent,0.2757,5.4879999999999998E-2
49,Utah,Other / Multiple Races,2017,Percent,0.1989,6.4875999999999989E-2
49,Utah,White,2017,Percent,0.1112,1.5484000000000001E-2
49,Utah,African-American / Black,2018,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2018,Percent,0.1966,4.6452E-2
49,Utah,Other / Multiple Races,2018,Percent,0.1522,5.4095999999999998E-2
49,Utah,White,2018,Percent,0.0882,1.3328E-2
49,Utah,African-American / Black,2019,Percent,0.5935,0.261268
49,Utah,Hispanic / Latino,2019,Percent,0.244,5.4879999999999998E-2
49,Utah,Other / Multiple Races,2019,Percent,0.2154,8.1535999999999997E-2
49,Utah,White,2019,Percent,0.0816,1.3524E-2
49,Utah,African-American / Black,2021,Percent,N/A,N/A
49,Utah,Hispanic / Latino,2021,Percent,0.17191,4.2970680450234895E-2
49,Utah,Other / Multiple Races,2021,Percent,0.1012,4.107767615770655E-2
49,Utah,White,2021,Percent,0.06509,1.157179908030068E-2
50,Vermont,Hispanic / Latino,2016,Percent,N/A,N/A
50,Vermont,White,2016,Percent,0.1653,5.2724000100000001E-2
50,Vermont,Other / Multiple Races,2016,Percent,N/A,N/A
50,Vermont,African-American / Black,2016,Percent,N/A,N/A
50,Vermont,White,2015,Percent,0.1312,4.0376000099999997E-2
50,Vermont,African-American / Black,2015,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2015,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2015,Percent,N/A,N/A
50,Vermont,White,2014,Percent,0.1639,4.4296000199999998E-2
50,Vermont,African-American / Black,2014,Percent,N/A,N/A
